main,code,title,description,exclusion_list,exclusion_description,exclusion_title,descriptor,level
C,33.15,riparazione e manutenzione di navi e imbarcazioni (esclusi i loro motori),"Questa classe include la riparazione e la manutenzione di navi e imbarcazioni. Tuttavia, le attività di ricostruzione industriale o di revisione di navi sono classificate nella divisione 30. Sono escluse le seguenti attività: - ricostruzione industriale di navi, cfr. 30.1 - riparazione di motori di navi e imbarcazioni, cfr. 33.12 - disincrostazione e smontaggio di navi, cfr. 38.31 - cantieri di demolizione navali, cfr. 38.31","- ricostruzione industriale di navi, cfr. 30.1 - riparazione di motori di navi e imbarcazioni, cfr. 33.12 - disincrostazione e smontaggio di navi, cfr. 38.31 - cantieri di demolizione navali, cfr. 38.31",,,"# riparazione e manutenzione di navi e imbarcazioni (esclusi i loro motori)

Questa classe include la riparazione e la manutenzione di navi e imbarcazioni. Tuttavia, le attività di ricostruzione industriale o di revisione di navi sono classificate nella divisione 30. Sono escluse le seguenti attività: - ricostruzione industriale di navi, cfr. 30.1 - riparazione di motori di navi e imbarcazioni, cfr. 33.12 - disincrostazione e smontaggio di navi, cfr. 38.31 - cantieri di demolizione navali, cfr. 38.31

Questa sezione ATECO non comprende le seguenti attività:

- ricostruzione industriale di navi, cfr. 30.1 - riparazione di motori di navi e imbarcazioni, cfr. 33.12 - disincrostazione e smontaggio di navi, cfr. 38.31 - cantieri di demolizione navali, cfr. 38.31, 
",classe
C,33.16,riparazione e manutenzione di aeromobili e di veicoli spaziali,"Sono escluse le seguenti attività: - revisione strutturale e ricostruzione industriale di aeromobili, cfr. 30.30","- revisione strutturale e ricostruzione industriale di aeromobili, cfr. 30.30",,,"# riparazione e manutenzione di aeromobili e di veicoli spaziali

Sono escluse le seguenti attività: - revisione strutturale e ricostruzione industriale di aeromobili, cfr. 30.30

Questa sezione ATECO non comprende le seguenti attività:

- revisione strutturale e ricostruzione industriale di aeromobili, cfr. 30.30, 
",classe
C,33.17,riparazione e manutenzione di locomotive e di materiale rotabile ferro- tranviario (esclusi i loro motori),"Sono escluse le seguenti attività: - ricostruzione industriale di locomotive e vagoni ferroviari, cfr. 30.20 - riparazione di veicoli militari da combattimento, cfr. 30.40 - riparazione e manutenzione di carrelli per la spesa, cfr. 33.11 - riparazione di motori ferro-tranviario, cfr. 33.12 - riparazione e manutenzione di motocicli, cfr. 45.40 - riparazione di biciclette, cfr. 95.29","- ricostruzione industriale di locomotive e vagoni ferroviari, cfr. 30.20 - riparazione di veicoli militari da combattimento, cfr. 30.40 - riparazione e manutenzione di carrelli per la spesa, cfr. 33.11 - riparazione di motori ferro-tranviario, cfr. 33.12 - riparazione e manutenzione di motocicli, cfr. 45.40 - riparazione di biciclette, cfr. 95.29",,,"# riparazione e manutenzione di locomotive e di materiale rotabile ferro- tranviario (esclusi i loro motori)

Sono escluse le seguenti attività: - ricostruzione industriale di locomotive e vagoni ferroviari, cfr. 30.20 - riparazione di veicoli militari da combattimento, cfr. 30.40 - riparazione e manutenzione di carrelli per la spesa, cfr. 33.11 - riparazione di motori ferro-tranviario, cfr. 33.12 - riparazione e manutenzione di motocicli, cfr. 45.40 - riparazione di biciclette, cfr. 95.29

Questa sezione ATECO non comprende le seguenti attività:

- ricostruzione industriale di locomotive e vagoni ferroviari, cfr. 30.20 - riparazione di veicoli militari da combattimento, cfr. 30.40 - riparazione e manutenzione di carrelli per la spesa, cfr. 33.11 - riparazione di motori ferro-tranviario, cfr. 33.12 - riparazione e manutenzione di motocicli, cfr. 45.40 - riparazione di biciclette, cfr. 95.29, 
",classe
C,33.19,riparazione di altre apparecchiature,"Questa classe include la riparazione e la manutenzione di apparecchiature non contemplate in altri gruppi di questa divisione. Sono escluse le seguenti attività: - riparazione di cisterne, serbatoi e contenitori in metallo, cfr. 33.11 - riparazione di bidoni in acciaio per trasporto e imballaggio, cfr. 33.11 - riparazione di giostre, altalene ed altre attrezzature per luna-park, cfr. 33.12 - riparazione di mobili per l'ufficio o per la casa, restauro di mobili, cfr. 95.24 - riparazione di biciclette, cfr. 95.29 - operazioni di aggiustatura e modifica eseguite su capi di vestiario, cfr. 95.29 - riparazione di strumenti musicali (esclusi quelli di antiquariato), cfr. 95.29 - accordatura di pianoforti, cfr. 95.29","- riparazione di cisterne, serbatoi e contenitori in metallo, cfr. 33.11 - riparazione di bidoni in acciaio per trasporto e imballaggio, cfr. 33.11 - riparazione di giostre, altalene ed altre attrezzature per luna-park, cfr. 33.12 - riparazione di mobili per l'ufficio o per la casa, restauro di mobili, cfr. 95.24 - riparazione di biciclette, cfr. 95.29 - operazioni di aggiustatura e modifica eseguite su capi di vestiario, cfr. 95.29 - riparazione di strumenti musicali (esclusi quelli di antiquariato), cfr. 95.29 - accordatura di pianoforti, cfr. 95.29",,,"# riparazione di altre apparecchiature

Questa classe include la riparazione e la manutenzione di apparecchiature non contemplate in altri gruppi di questa divisione. Sono escluse le seguenti attività: - riparazione di cisterne, serbatoi e contenitori in metallo, cfr. 33.11 - riparazione di bidoni in acciaio per trasporto e imballaggio, cfr. 33.11 - riparazione di giostre, altalene ed altre attrezzature per luna-park, cfr. 33.12 - riparazione di mobili per l'ufficio o per la casa, restauro di mobili, cfr. 95.24 - riparazione di biciclette, cfr. 95.29 - operazioni di aggiustatura e modifica eseguite su capi di vestiario, cfr. 95.29 - riparazione di strumenti musicali (esclusi quelli di antiquariato), cfr. 95.29 - accordatura di pianoforti, cfr. 95.29

Questa sezione ATECO non comprende le seguenti attività:

- riparazione di cisterne, serbatoi e contenitori in metallo, cfr. 33.11 - riparazione di bidoni in acciaio per trasporto e imballaggio, cfr. 33.11 - riparazione di giostre, altalene ed altre attrezzature per luna-park, cfr. 33.12 - riparazione di mobili per l'ufficio o per la casa, restauro di mobili, cfr. 95.24 - riparazione di biciclette, cfr. 95.29 - operazioni di aggiustatura e modifica eseguite su capi di vestiario, cfr. 95.29 - riparazione di strumenti musicali (esclusi quelli di antiquariato), cfr. 95.29 - accordatura di pianoforti, cfr. 95.29, 
",classe
C,33.20,installazione di macchine ed apparecchiature industriali,"Questa classe include l'installazione specializzata di macchine. Tuttavia, l'installazione di apparecchiature che costituiscono parte integrante di edifici o strutture simili, come l'installazione di ascensori, impianti elettrici, sistemi di allarme antifurto o impianti di condizionamento dell'aria, è classificata nelle costruzioni (cfr. sez. F). Sono escluse le seguenti attività: - installazione di impianti di illuminazione stradale e di dispositivi elettrici di segnalazione, cfr. 43.21 - installazione di impianti di segnalazione d'incendio, cfr. 43.21 - installazione di impianti di riscaldamento e di condizionamento dell'aria, cfr. 43.22 - installazione di ascensori, scale mobili, porte automatiche, sistemi di aspirazione centralizzati eccetera, cfr. 43.29 - installazione di interni di navi, cfr. 43.3 - installazione di porte, scale, arredi per negozi e simili, cfr. 43.32 - installazione e montaggio di mobili modulari, installazione di divisori, installazione di mobili per attrezzature di laboratorio, cfr. 43.32 - installazione (setting-up) di personal computer, cfr. 62.09","- installazione di impianti di illuminazione stradale e di dispositivi elettrici di segnalazione, cfr. 43.21 - installazione di impianti di segnalazione d'incendio, cfr. 43.21 - installazione di impianti di riscaldamento e di condizionamento dell'aria, cfr. 43.22 - installazione di ascensori, scale mobili, porte automatiche, sistemi di aspirazione centralizzati eccetera, cfr. 43.29 - installazione di interni di navi, cfr. 43.3 - installazione di porte, scale, arredi per negozi e simili, cfr. 43.32 - installazione e montaggio di mobili modulari, installazione di divisori, installazione di mobili per attrezzature di laboratorio, cfr. 43.32 - installazione (setting-up) di personal computer, cfr. 62.09",,,"# installazione di macchine ed apparecchiature industriali

Questa classe include l'installazione specializzata di macchine. Tuttavia, l'installazione di apparecchiature che costituiscono parte integrante di edifici o strutture simili, come l'installazione di ascensori, impianti elettrici, sistemi di allarme antifurto o impianti di condizionamento dell'aria, è classificata nelle costruzioni (cfr. sez. F). Sono escluse le seguenti attività: - installazione di impianti di illuminazione stradale e di dispositivi elettrici di segnalazione, cfr. 43.21 - installazione di impianti di segnalazione d'incendio, cfr. 43.21 - installazione di impianti di riscaldamento e di condizionamento dell'aria, cfr. 43.22 - installazione di ascensori, scale mobili, porte automatiche, sistemi di aspirazione centralizzati eccetera, cfr. 43.29 - installazione di interni di navi, cfr. 43.3 - installazione di porte, scale, arredi per negozi e simili, cfr. 43.32 - installazione e montaggio di mobili modulari, installazione di divisori, installazione di mobili per attrezzature di laboratorio, cfr. 43.32 - installazione (setting-up) di personal computer, cfr. 62.09

Questa sezione ATECO non comprende le seguenti attività:

- installazione di impianti di illuminazione stradale e di dispositivi elettrici di segnalazione, cfr. 43.21 - installazione di impianti di segnalazione d'incendio, cfr. 43.21 - installazione di impianti di riscaldamento e di condizionamento dell'aria, cfr. 43.22 - installazione di ascensori, scale mobili, porte automatiche, sistemi di aspirazione centralizzati eccetera, cfr. 43.29 - installazione di interni di navi, cfr. 43.3 - installazione di porte, scale, arredi per negozi e simili, cfr. 43.32 - installazione e montaggio di mobili modulari, installazione di divisori, installazione di mobili per attrezzature di laboratorio, cfr. 43.32 - installazione (setting-up) di personal computer, cfr. 62.09, 
",classe
D,35.11,produzione di energia elettrica,"Sono escluse le seguenti attività: - produzione di energia elettrica tramite incenerimento di rifiuti, cfr. 38.21","- produzione di energia elettrica tramite incenerimento di rifiuti, cfr. 38.21",,,"# produzione di energia elettrica

Sono escluse le seguenti attività: - produzione di energia elettrica tramite incenerimento di rifiuti, cfr. 38.21

Questa sezione ATECO non comprende le seguenti attività:

- produzione di energia elettrica tramite incenerimento di rifiuti, cfr. 38.21, 
",classe
D,35.12,trasmissione di energia elettrica,,,,,"# trasmissione di energia elettrica


",classe
D,35.13,distribuzione di energia elettrica,,,,,"# distribuzione di energia elettrica


",classe
D,35.14,commercio di energia elettrica,,,,,"# commercio di energia elettrica


",classe
D,35.21,produzione di gas,"Sono escluse le seguenti attività: - produzione di gas naturale, cfr. 06.20 - fabbricazione di prodotti di cokeria, cfr. 19.10 - fabbricazione di prodotti petroliferi raffinati, cfr. 19.20 - riempimento di bombole con gas (gpl), cfr. 19.20 - fabbricazione di gas industriali, cfr. 20.11 - vendita di combustibili gassosi sfusi o vendita in bombole, cfr. 46.71, 47.78","- produzione di gas naturale, cfr. 06.20 - fabbricazione di prodotti di cokeria, cfr. 19.10 - fabbricazione di prodotti petroliferi raffinati, cfr. 19.20 - riempimento di bombole con gas (gpl), cfr. 19.20 - fabbricazione di gas industriali, cfr. 20.11 - vendita di combustibili gassosi sfusi o vendita in bombole, cfr. 46.71, 47.78",,,"# produzione di gas

Sono escluse le seguenti attività: - produzione di gas naturale, cfr. 06.20 - fabbricazione di prodotti di cokeria, cfr. 19.10 - fabbricazione di prodotti petroliferi raffinati, cfr. 19.20 - riempimento di bombole con gas (gpl), cfr. 19.20 - fabbricazione di gas industriali, cfr. 20.11 - vendita di combustibili gassosi sfusi o vendita in bombole, cfr. 46.71, 47.78

Questa sezione ATECO non comprende le seguenti attività:

- produzione di gas naturale, cfr. 06.20 - fabbricazione di prodotti di cokeria, cfr. 19.10 - fabbricazione di prodotti petroliferi raffinati, cfr. 19.20 - riempimento di bombole con gas (gpl), cfr. 19.20 - fabbricazione di gas industriali, cfr. 20.11 - vendita di combustibili gassosi sfusi o vendita in bombole, cfr. 46.71, 47.78, 
",classe
D,35.22,distribuzione di combustibili gassosi mediante condotte,"Sono escluse le seguenti attività: - trasporto (su lunghe distanze) di gas mediante gasdotti, cfr. 49.50","- trasporto (su lunghe distanze) di gas mediante gasdotti, cfr. 49.50",,,"# distribuzione di combustibili gassosi mediante condotte

Sono escluse le seguenti attività: - trasporto (su lunghe distanze) di gas mediante gasdotti, cfr. 49.50

Questa sezione ATECO non comprende le seguenti attività:

- trasporto (su lunghe distanze) di gas mediante gasdotti, cfr. 49.50, 
",classe
D,35.23,commercio di gas distribuito mediante condotte,"Sono escluse le seguenti attività: - vendita all'ingrosso di combustibili gassosi, cfr. 46.71 - vendita al dettaglio di gas in bombole, cfr. 47.78 - commercio al dettaglio di carburante per autotrazione, cfr. 47.30","- vendita all'ingrosso di combustibili gassosi, cfr. 46.71 - vendita al dettaglio di gas in bombole, cfr. 47.78 - commercio al dettaglio di carburante per autotrazione, cfr. 47.30",,,"# commercio di gas distribuito mediante condotte

Sono escluse le seguenti attività: - vendita all'ingrosso di combustibili gassosi, cfr. 46.71 - vendita al dettaglio di gas in bombole, cfr. 47.78 - commercio al dettaglio di carburante per autotrazione, cfr. 47.30

Questa sezione ATECO non comprende le seguenti attività:

- vendita all'ingrosso di combustibili gassosi, cfr. 46.71 - vendita al dettaglio di gas in bombole, cfr. 47.78 - commercio al dettaglio di carburante per autotrazione, cfr. 47.30, 
",classe
D,35.30,fornitura di vapore e aria condizionata,,,,,"# fornitura di vapore e aria condizionata


",classe
E,36.00,"raccolta, trattamento e fornitura di acqua","Questa classe include la raccolta, il trattamento e la distribuzione di acqua per uso abitativo ed industriale. È inclusa la raccolta di acqua proveniente da varie fonti, nonché la distribuzione attraverso diversi mezzi. È inoltre inclusa la gestione dei canali di irrigazione; tuttavia non sono inclusi l'erogazione di servizi di irrigazione tramite irroratori e servizi simili di supporto all'agricoltura. Sono escluse le seguenti attività: - gestione di impianti o apparecchiature di irrigazione a fini agricoli, cfr. 01.61 - trattamento delle acque reflue per prevenire l'inquinamento, cfr. 37.00","- gestione di impianti o apparecchiature di irrigazione a fini agricoli, cfr. 01.61 - trattamento delle acque reflue per prevenire l'inquinamento, cfr. 37.00",,,"# raccolta, trattamento e fornitura di acqua

Questa classe include la raccolta, il trattamento e la distribuzione di acqua per uso abitativo ed industriale. È inclusa la raccolta di acqua proveniente da varie fonti, nonché la distribuzione attraverso diversi mezzi. È inoltre inclusa la gestione dei canali di irrigazione; tuttavia non sono inclusi l'erogazione di servizi di irrigazione tramite irroratori e servizi simili di supporto all'agricoltura. Sono escluse le seguenti attività: - gestione di impianti o apparecchiature di irrigazione a fini agricoli, cfr. 01.61 - trattamento delle acque reflue per prevenire l'inquinamento, cfr. 37.00

Questa sezione ATECO non comprende le seguenti attività:

- gestione di impianti o apparecchiature di irrigazione a fini agricoli, cfr. 01.61 - trattamento delle acque reflue per prevenire l'inquinamento, cfr. 37.00, 
",classe
E,37.00,gestione delle reti fognarie,"Sono escluse le seguenti attività: - raccolta, trattamento e fornitura acqua, cfr. 36.00 - decontaminazione di acque di superficie e acque del sottosuolo nel luogo inquinato, cfr. 39.00 - costruzione e riparazione di sistemi di fognatura, cfr. 42.21","- raccolta, trattamento e fornitura acqua, cfr. 36.00 - decontaminazione di acque di superficie e acque del sottosuolo nel luogo inquinato, cfr. 39.00 - costruzione e riparazione di sistemi di fognatura, cfr. 42.21",,,"# gestione delle reti fognarie

Sono escluse le seguenti attività: - raccolta, trattamento e fornitura acqua, cfr. 36.00 - decontaminazione di acque di superficie e acque del sottosuolo nel luogo inquinato, cfr. 39.00 - costruzione e riparazione di sistemi di fognatura, cfr. 42.21

Questa sezione ATECO non comprende le seguenti attività:

- raccolta, trattamento e fornitura acqua, cfr. 36.00 - decontaminazione di acque di superficie e acque del sottosuolo nel luogo inquinato, cfr. 39.00 - costruzione e riparazione di sistemi di fognatura, cfr. 42.21, 
",classe
E,38.11,raccolta di rifiuti non pericolosi,"Sono escluse le seguenti attività: - trattamento di sostanze alimentari residue per fabbricazione prodotti alimentari, cfr. 10 - trattamento di residui di macellazione, cfr. 10.9 - raccolta di rifiuti pericolosi, cfr. 38.12 - gestione di discariche per lo smaltimento di rifiuti non pericolosi, cfr. 38.21 - gestione di impianti in cui i materiali recuperabili misti quali carta, plastica eccetera vengono divisi in categorie distinte, cfr. 38.32 - raccolta di rottami nell'ambito del commercio all'ingrosso di rottami, cfr. 46.77 - trasporto dei rifiuti e dei residui non pericolosi, non effettuato da imprese che svolgono attività di raccolta e smaltimento, cfr. 49.41","- trattamento di sostanze alimentari residue per fabbricazione prodotti alimentari, cfr. 10 - trattamento di residui di macellazione, cfr. 10.9 - raccolta di rifiuti pericolosi, cfr. 38.12 - gestione di discariche per lo smaltimento di rifiuti non pericolosi, cfr. 38.21 - gestione di impianti in cui i materiali recuperabili misti quali carta, plastica eccetera vengono divisi in categorie distinte, cfr. 38.32 - raccolta di rottami nell'ambito del commercio all'ingrosso di rottami, cfr. 46.77 - trasporto dei rifiuti e dei residui non pericolosi, non effettuato da imprese che svolgono attività di raccolta e smaltimento, cfr. 49.41",,,"# raccolta di rifiuti non pericolosi

Sono escluse le seguenti attività: - trattamento di sostanze alimentari residue per fabbricazione prodotti alimentari, cfr. 10 - trattamento di residui di macellazione, cfr. 10.9 - raccolta di rifiuti pericolosi, cfr. 38.12 - gestione di discariche per lo smaltimento di rifiuti non pericolosi, cfr. 38.21 - gestione di impianti in cui i materiali recuperabili misti quali carta, plastica eccetera vengono divisi in categorie distinte, cfr. 38.32 - raccolta di rottami nell'ambito del commercio all'ingrosso di rottami, cfr. 46.77 - trasporto dei rifiuti e dei residui non pericolosi, non effettuato da imprese che svolgono attività di raccolta e smaltimento, cfr. 49.41

Questa sezione ATECO non comprende le seguenti attività:

- trattamento di sostanze alimentari residue per fabbricazione prodotti alimentari, cfr. 10 - trattamento di residui di macellazione, cfr. 10.9 - raccolta di rifiuti pericolosi, cfr. 38.12 - gestione di discariche per lo smaltimento di rifiuti non pericolosi, cfr. 38.21 - gestione di impianti in cui i materiali recuperabili misti quali carta, plastica eccetera vengono divisi in categorie distinte, cfr. 38.32 - raccolta di rottami nell'ambito del commercio all'ingrosso di rottami, cfr. 46.77 - trasporto dei rifiuti e dei residui non pericolosi, non effettuato da imprese che svolgono attività di raccolta e smaltimento, cfr. 49.41, 
",classe
